web-scraper-order,web-scraper-start-url,IATA,ICAO,Airline,Call sign,Country_Region,Comments
"1733246192-3064","https://en.wikipedia.org/wiki/List_of_airline_codes","EO","ALX","Hewa Bora Airways","ALLCONGO","Democratic Republic of the Congo",""
"1733246192-3065","https://en.wikipedia.org/wiki/List_of_airline_codes","","AHT","HTA Helicopteros","HELIAPRA","Portugal",""
"1733246192-3066","https://en.wikipedia.org/wiki/List_of_airline_codes","","ETI","H-Bird Aviation Services AB","JETHAWK","Sweden",""
"1733246192-3067","https://en.wikipedia.org/wiki/List_of_airline_codes","","HSN","H.S.AVIATION CO., LTD.","H.S.AVIATION","Thailand",""
"1733246192-3068","https://en.wikipedia.org/wiki/List_of_airline_codes","","HAY","Hamburg Airways","HAMBURG AIRWAYS","Germany","defunct"
"1733246192-3069","https://en.wikipedia.org/wiki/List_of_airline_codes","","HCK","Heli-Charter","HELI-CHARTER","United Kingdom",""
"1733246192-3070","https://en.wikipedia.org/wiki/List_of_airline_codes","","HTB","Helix-Craft Aviation","HELIX-CRAFT","Panama","2014[28]"
"1733246192-3071","https://en.wikipedia.org/wiki/List_of_airline_codes","","HAF","Hellenic Air Force","HELLENIC AIR FORCE","Greece",""
"1733246192-3072","https://en.wikipedia.org/wiki/List_of_airline_codes","","HRN","Heron Luftfahrt","HERONAIR","Germany",""
"1733246192-3073","https://en.wikipedia.org/wiki/List_of_airline_codes","","HYP","Hyperion Aviation","HYPERION","Malta",""
"1733246192-3074","https://en.wikipedia.org/wiki/List_of_airline_codes","","HFM","Hi Fly Malta","MOONRAKER","Malta",""
"1733246192-3075","https://en.wikipedia.org/wiki/List_of_airline_codes","A5","HOP","Hop!","AIR HOP","France",""
"1733246192-3076","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLA","HC Airlines","HEAVYLIFT","United Kingdom",""
"1733246192-3077","https://en.wikipedia.org/wiki/List_of_airline_codes","","HWD","HPM Investments","FLITEWISE","United Kingdom",""
"1733246192-3078","https://en.wikipedia.org/wiki/List_of_airline_codes","","KTR","HT Helikoptertransport","COPTER TRANS","Sweden",""
"1733246192-3079","https://en.wikipedia.org/wiki/List_of_airline_codes","","","Hacienda Airlines","","United States","defunct - 1957 to July 10, 1962"
"1733246192-3080","https://en.wikipedia.org/wiki/List_of_airline_codes","","FMS","Hadison Aviation","HADI","United States",""
"1733246192-3081","https://en.wikipedia.org/wiki/List_of_airline_codes","H6","HAG","Hageland Aviation Services","HAGELAND","United States",""
"1733246192-3082","https://en.wikipedia.org/wiki/List_of_airline_codes","","POW","Hagondale Limited","AIRNET","United Kingdom",""
"1733246192-3083","https://en.wikipedia.org/wiki/List_of_airline_codes","HR","HHN","Hahn Air","ROOSTER","Germany",""
"1733246192-3084","https://en.wikipedia.org/wiki/List_of_airline_codes","H1","","Hahn Air Systems","","Germany",""
"1733246192-3085","https://en.wikipedia.org/wiki/List_of_airline_codes","HU","CHH","Hainan Airlines","HAINAN","China",""
"1733246192-3086","https://en.wikipedia.org/wiki/List_of_airline_codes","1R","","Hainan Phoenix Information Systems","","China",""
"1733246192-3087","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLS","Haiti Air Freight","","Haiti",""
"1733246192-3088","https://en.wikipedia.org/wiki/List_of_airline_codes","2T","HAM","Haiti Ambassador Airlines","","Haiti",""
"1733246192-3089","https://en.wikipedia.org/wiki/List_of_airline_codes","","HTI","Haiti International Air","HAITI INTERNATIONAL","Haiti",""
"1733246192-3090","https://en.wikipedia.org/wiki/List_of_airline_codes","","HRB","Haiti International Airline","HAITI AIRLINE","Haiti",""
"1733246192-3091","https://en.wikipedia.org/wiki/List_of_airline_codes","","HNR","Haiti National Airlines (HANA)","HANAIR","Haiti",""
"1733246192-3092","https://en.wikipedia.org/wiki/List_of_airline_codes","","HTN","Haiti North Airline","","Haiti",""
"1733246192-3093","https://en.wikipedia.org/wiki/List_of_airline_codes","","HTC","Haiti Trans Air","HAITI TRANSAIR","Haiti",""
"1733246192-3094","https://en.wikipedia.org/wiki/List_of_airline_codes","","HBC","Haitian Aviation Line","HALISA","Haiti",""
"1733246192-3095","https://en.wikipedia.org/wiki/List_of_airline_codes","","HAJ","Hajvairy Airlines","HAJVAIRY","Pakistan",""
"1733246192-3096","https://en.wikipedia.org/wiki/List_of_airline_codes","","HKL","Hak Air","HAK AIRLINE","Nigeria",""
"1733246192-3097","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLH","Hala Air","HALA AIR","Sudan",""
"1733246192-3098","https://en.wikipedia.org/wiki/List_of_airline_codes","","HCV","Halcyonair","CREOLE","Cape Verde",""
"1733246192-3099","https://en.wikipedia.org/wiki/List_of_airline_codes","4R","HHI","Hamburg International","HAMBURG JET","Germany",""
"1733246192-3100","https://en.wikipedia.org/wiki/List_of_airline_codes","","HJL","Hamlin Jet","BIZJET","United Kingdom",""
"1733246192-3101","https://en.wikipedia.org/wiki/List_of_airline_codes","","HMM","Hamra Air","HAMRA","United Arab Emirates",""
"1733246192-3102","https://en.wikipedia.org/wiki/List_of_airline_codes","","WVA","Hand D Aviation","WABASH VALLEY","United States",""
"1733246192-3103","https://en.wikipedia.org/wiki/List_of_airline_codes","","HGR","Hangar 8","HANG","United Kingdom",""
"1733246192-3104","https://en.wikipedia.org/wiki/List_of_airline_codes","","HGD","Hangard Aviation","HANGARD","Mongolia",""
"1733246192-3105","https://en.wikipedia.org/wiki/List_of_airline_codes","","HAN","Hansung Airlines","HANSUNG AIR","Republic of Korea",""
"1733246192-3106","https://en.wikipedia.org/wiki/List_of_airline_codes","X3","HLX","Hapag-Lloyd Express","YELLOW CAB","Germany","Became TUI fly Deutschland in 2007"
"1733246192-3107","https://en.wikipedia.org/wiki/List_of_airline_codes","HF","HLF","Hapagfly","HAPAG LLOYD","Germany","Became TUI fly Deutschland in 2007"
"1733246192-3108","https://en.wikipedia.org/wiki/List_of_airline_codes","HB","HAR","Harbor Airlines","HARBOR","United States",""
"1733246192-3109","https://en.wikipedia.org/wiki/List_of_airline_codes","HQ","HMY","Harmony Airways","HARMONY","Canada",""
"1733246192-3110","https://en.wikipedia.org/wiki/List_of_airline_codes","","NBR","Haughey Air","NORBROOK","United Kingdom",""
"1733246192-3111","https://en.wikipedia.org/wiki/List_of_airline_codes","","PYN","Haverfordwest Air Charter Services","POYSTON","United Kingdom",""
"1733246192-3112","https://en.wikipedia.org/wiki/List_of_airline_codes","","HAV","Havilah Air Services","HAVILAH","Nigeria",""
"1733246192-3113","https://en.wikipedia.org/wiki/List_of_airline_codes","HA","HAL","Hawaiian Airlines","HAWAIIAN","United States",""
"1733246192-3114","https://en.wikipedia.org/wiki/List_of_airline_codes","HP","","Hawaiian Pacific Airlines","","United States","defunct"
"1733246192-3115","https://en.wikipedia.org/wiki/List_of_airline_codes","","HKR","Hawk Air","AIR HAW","Argentina",""
"1733246192-3116","https://en.wikipedia.org/wiki/List_of_airline_codes","","HMX","Hawk De Mexico","HAWK MEXICO","Mexico",""
"1733246192-3117","https://en.wikipedia.org/wiki/List_of_airline_codes","BH","","Hawkair","","Canada","defunct since 2016"
"1733246192-3118","https://en.wikipedia.org/wiki/List_of_airline_codes","","HKI","Hawkaire","HAWKEYE","United States",""
"1733246192-3119","https://en.wikipedia.org/wiki/List_of_airline_codes","","HZL","Hazelton Airlines","HAZELTON","Australia","Defunct."
"1733246192-3120","https://en.wikipedia.org/wiki/List_of_airline_codes","HN","HVY","Heavylift Cargo Airlines","HEAVY CARGO","Australia",""
"1733246192-3121","https://en.wikipedia.org/wiki/List_of_airline_codes","","HVL","Heavylift International","HEAVYLIFT INTERNATIONAL","United Arab Emirates",""
"1733246192-3122","https://en.wikipedia.org/wiki/List_of_airline_codes","NS","HBH","Hebei Airlines","HEBEI AIR","China",""
"1733246192-3123","https://en.wikipedia.org/wiki/List_of_airline_codes","","HDC","Helcopteros De Cataluna","HELICATALUNA","Spain",""
"1733246192-3124","https://en.wikipedia.org/wiki/List_of_airline_codes","","HCB","Helenair (Barbados)","HELEN","Barbados",""
"1733246192-3125","https://en.wikipedia.org/wiki/List_of_airline_codes","","HCL","Helenair Corporation","HELENCORP","Saint Lucia",""
"1733246192-3126","https://en.wikipedia.org/wiki/List_of_airline_codes","","HHP","Helenia Helicopter Service","HELENIA","Denmark",""
"1733246192-3127","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLR","Heli Air Services","HELI BULGARIA","Bulgaria",""
"1733246192-3128","https://en.wikipedia.org/wiki/List_of_airline_codes","","ALJ","Heli Ambulance Team","ALPIN HELI","Austria",""
"1733246192-3129","https://en.wikipedia.org/wiki/List_of_airline_codes","","HEB","Heli Bernina","HELIBERNINA","Switzerland",""
"1733246192-3130","https://en.wikipedia.org/wiki/List_of_airline_codes","","HFR","Heli France","HELIFRANCE","France",""
"1733246192-3131","https://en.wikipedia.org/wiki/List_of_airline_codes","","HYH","Heli Hungary","HELIHUNGARY","Hungary",""
"1733246192-3132","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLM","Heli Medwest De Mexico","HELIMIDWEST","Mexico",""
"1733246192-3133","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLI","Heli Securite","HELI SAINT-TROPEZ","France",""
"1733246192-3134","https://en.wikipedia.org/wiki/List_of_airline_codes","","HTP","Heli Trip","HELI TRIP","Mexico",""
"1733246192-3135","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLU","Heli Union Heli Prestations","HELI UNION","France",""
"1733246192-3136","https://en.wikipedia.org/wiki/List_of_airline_codes","","MCM","Heli-Air-Monaco","HELI AIR","Monaco",""
"1733246192-3137","https://en.wikipedia.org/wiki/List_of_airline_codes","","HHE","Heli-Holland","HELI HOLLAND","Netherlands",""
"1733246192-3138","https://en.wikipedia.org/wiki/List_of_airline_codes","","HRA","Heli-Iberica","ERICA","Spain",""
"1733246192-3139","https://en.wikipedia.org/wiki/List_of_airline_codes","","HIF","Heli-Iberica Fotogrametria","HIFSA","Spain",""
"1733246192-3140","https://en.wikipedia.org/wiki/List_of_airline_codes","","HIG","Heli-Inter Guyane","INTER GUYANNE","France",""
"1733246192-3141","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLK","Heli-Link","HELI-LINK","Switzerland",""
"1733246192-3142","https://en.wikipedia.org/wiki/List_of_airline_codes","","HMC","Heliamerica De Mexico","HELIAMERICA","Mexico",""
"1733246192-3143","https://en.wikipedia.org/wiki/List_of_airline_codes","","HEA","Heliavia-Transporte Aéreo","HELIAVIA","Portugal",""
"1733246192-3144","https://en.wikipedia.org/wiki/List_of_airline_codes","","CDY","Heliaviation Limited","CADDY","United Kingdom",""
"1733246192-3145","https://en.wikipedia.org/wiki/List_of_airline_codes","","HIB","Helibravo Aviacao","HELIBRAVO","Portugal",""
"1733246192-3146","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLC","Helicap","HELICAP","France",""
"1733246192-3147","https://en.wikipedia.org/wiki/List_of_airline_codes","","COV","Helicentre Coventry","HELICENTRE","United Kingdom",""
"1733246192-3148","https://en.wikipedia.org/wiki/List_of_airline_codes","","HEL","Helicol","HELICOL","Colombia",""
"1733246192-3149","https://en.wikipedia.org/wiki/List_of_airline_codes","","HCP","Helicopter","HELI CZECH","Czech Republic",""
"1733246192-3150","https://en.wikipedia.org/wiki/List_of_airline_codes","","JKY","Helicopter & Aviation Services","JOCKEY","United Kingdom",""
"1733246192-3151","https://en.wikipedia.org/wiki/List_of_airline_codes","","MVK","Helicopter Training & Hire","MAVRIK","United Kingdom",""
"1733246192-3152","https://en.wikipedia.org/wiki/List_of_airline_codes","","HAP","Helicopteros Aero Personal","HELIPERSONAL","Mexico",""
"1733246192-3153","https://en.wikipedia.org/wiki/List_of_airline_codes","","HAA","Helicopteros Agroforestal","AGROFORESTAL","Chile",""
"1733246192-3154","https://en.wikipedia.org/wiki/List_of_airline_codes","","HNT","Helicopteros Internacionales","HELICOP INTER","Mexico",""
"1733246192-3155","https://en.wikipedia.org/wiki/List_of_airline_codes","","HEN","Helicópteros Y Vehículos Nacionales Aéreos","HELINAC","Mexico",""
"1733246192-3156","https://en.wikipedia.org/wiki/List_of_airline_codes","","HHH","Helicsa","HELICSA","Spain",""
"1733246192-3157","https://en.wikipedia.org/wiki/List_of_airline_codes","JB","JBA","Helijet","HELIJET","Canada",""
"1733246192-3158","https://en.wikipedia.org/wiki/List_of_airline_codes","","HDR","Helikopterdrift","HELIDRIFT","Norway",""
"1733246192-3159","https://en.wikipedia.org/wiki/List_of_airline_codes","","SCO","Helikopterservice Euro Air","SWEDCOPTER","Sweden",""
"1733246192-3160","https://en.wikipedia.org/wiki/List_of_airline_codes","","OCE","Heliocean","HELIOCEAN","France",""
"1733246192-3161","https://en.wikipedia.org/wiki/List_of_airline_codes","ZU","HCY","Helios Airways","HELIOS","Cyprus","defunct since 7 November 2006"
"1733246192-3162","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLP","Helipistas","HELIPISTAS","Spain",""
"1733246192-3163","https://en.wikipedia.org/wiki/List_of_airline_codes","","HPL","Heliportugal","HELIPORTUGAL","Portugal",""
"1733246192-3164","https://en.wikipedia.org/wiki/List_of_airline_codes","","HEC","Heliservicio Campeche","HELICAMPECHE","Mexico",""
"1733246192-3165","https://en.wikipedia.org/wiki/List_of_airline_codes","","HSU","Helisul","HELIS","Portugal",""
"1733246192-3166","https://en.wikipedia.org/wiki/List_of_airline_codes","","HSI","Heliswiss","HELISWISS","Switzerland",""
"1733246192-3167","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLT","Helitafe","HELITAFE","Mexico",""
"1733246192-3168","https://en.wikipedia.org/wiki/List_of_airline_codes","","HIT","Helitalia","HELITALIA","Italy",""
"1733246192-3169","https://en.wikipedia.org/wiki/List_of_airline_codes","","OFA","Helitaxi Ofavi","OFAVI","Mexico",""
"1733246192-3170","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLT","Helitours","HELITOURS","Sri Lanka",""
"1733246192-3171","https://en.wikipedia.org/wiki/List_of_airline_codes","9I","HTA","Helitrans","SCANBIRD","Norway",""
"1733246192-3172","https://en.wikipedia.org/wiki/List_of_airline_codes","","HTS","Helitrans Air Service","HELITRANS","United States",""
"1733246192-3173","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLW","Heliworks","HELIWORKS","Chile",""
"1733246192-3174","https://en.wikipedia.org/wiki/List_of_airline_codes","HJ","HEJ","Hellas Jet","HELLAS JET","Greece","ceased operation in 2010"
"1733246192-3175","https://en.wikipedia.org/wiki/List_of_airline_codes","HW","FHE","Hello","FLYHELLO","Switzerland",""
"1733246192-3176","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLG","Helog","HELOG","Switzerland",""
"1733246192-3177","https://en.wikipedia.org/wiki/List_of_airline_codes","2L","OAW","Helvetic Airways","HELVETIC","Switzerland",""
"1733246192-3178","https://en.wikipedia.org/wiki/List_of_airline_codes","","HMS","Hemus Air","HEMUS AIR","Bulgaria",""
"1733246192-3179","https://en.wikipedia.org/wiki/List_of_airline_codes","","HAC","Henebury Aviation","","Australia",""
"1733246192-3180","https://en.wikipedia.org/wiki/List_of_airline_codes","","SSH","Heritage Flight (Valley Air Services)","SNOWSHOE","United States",""
"1733246192-3181","https://en.wikipedia.org/wiki/List_of_airline_codes","","MRX","Herman's Markair Express","SPEEDMARK","United States",""
"1733246192-3182","https://en.wikipedia.org/wiki/List_of_airline_codes","","HED","Heritage Aviation Developments","FLAPJACK","United Kingdom",""
"1733246192-3183","https://en.wikipedia.org/wiki/List_of_airline_codes","UD","HER","Hex'Air","HEX AIRLINE","France",""
"1733246192-3184","https://en.wikipedia.org/wiki/List_of_airline_codes","","HHS","Hi-Jet Helicopter Services","HIJET","Suriname",""
"1733246192-3185","https://en.wikipedia.org/wiki/List_of_airline_codes","5K","HFY","Hi Fly","SKY FLYER","Portugal",""
"1733246192-3186","https://en.wikipedia.org/wiki/List_of_airline_codes","","HLB","High-Line Airways","HIGH-LINE","Canada",""
"1733246192-3187","https://en.wikipedia.org/wiki/List_of_airline_codes","","HWY","Highland Airways","HIWAY","United Kingdom",""
"1733246192-3188","https://en.wikipedia.org/wiki/List_of_airline_codes","H9","HIM","Himalaya Airlines","HIMALAYA","Nepal",""
"1733246192-3189","https://en.wikipedia.org/wiki/List_of_airline_codes","H7","HYM","HiSky","SKY MOLDOVA","Moldova",""
"1733246192-3190","https://en.wikipedia.org/wiki/List_of_airline_codes","H4","HYS","HiSky Europe","SKY EUROPE","Romania",""
"1733246192-3191","https://en.wikipedia.org/wiki/List_of_airline_codes","","HSH","Hispánica de Aviación","HASA","Spain",""
"1733246192-3192","https://en.wikipedia.org/wiki/List_of_airline_codes","","HIS","Hispaniola Airways","HISPANIOLA","Dominican Republic",""
"1733246192-3193","https://en.wikipedia.org/wiki/List_of_airline_codes","VM","VMS","His Majesty King Maha Vajiralongkorn","VICTOR MIKE[29]","Thailand","holding airline, renamed on his accession[30]"
"1733246192-3194","https://en.wikipedia.org/wiki/List_of_airline_codes","","HGA","Hogan Air","HOGAN AIR","United States",""
"1733246192-3195","https://en.wikipedia.org/wiki/List_of_airline_codes","","NTH","Hokkaido Air System","NORTH AIR","Japan",""
"1733246192-3196","https://en.wikipedia.org/wiki/List_of_airline_codes","","ABH","Hokuriki-Koukuu Company","","Japan",""
"1733246192-3197","https://en.wikipedia.org/wiki/List_of_airline_codes","H5","HOA","Hola Airlines","HOLA","Spain",""
"1733246192-3198","https://en.wikipedia.org/wiki/List_of_airline_codes","","HIN","Holding International Group","HOLDING GROUP","Mexico",""
"1733246192-3199","https://en.wikipedia.org/wiki/List_of_airline_codes","","HOL","Holiday Airlines (US Airline)","HOLIDAY","United States",""
"1733246192-3200","https://en.wikipedia.org/wiki/List_of_airline_codes","HC","HCC","Holidays Czech Airlines","CZECH HOLIDAYS","Czech Republic",""
"1733246192-3201","https://en.wikipedia.org/wiki/List_of_airline_codes","","HTR","Holstenair Lubeck","HOLSTEN","Germany",""
"1733246192-3202","https://en.wikipedia.org/wiki/List_of_airline_codes","","HMV","Homac Aviation","HOMAC","Luxembourg",""
"1733246192-3203","https://en.wikipedia.org/wiki/List_of_airline_codes","","HAS","Honduras Airlines","HONDURAS AIR","Honduras",""
"1733246192-3204","https://en.wikipedia.org/wiki/List_of_airline_codes","HX","CRK","Hong Kong Airlines","BAUHINIA","Hong Kong",""
"1733246192-3205","https://en.wikipedia.org/wiki/List_of_airline_codes","RH","HKC","Hong Kong Air Cargo","MASCOT","Hong Kong",""
"1733246192-3206","https://en.wikipedia.org/wiki/List_of_airline_codes","UO","HKE","Hong Kong Express Airways","HONGKONG SHUTTLE","Hong Kong",""
"1733246192-3207","https://en.wikipedia.org/wiki/List_of_airline_codes","A6","HTU","Hongtu Airlines","HONGLAND","China",""
"1733246192-3208","https://en.wikipedia.org/wiki/List_of_airline_codes","","HEX","Honiara Cargo Express","HONIARA CARGO","Solomon Islands",""
"1733246192-3209","https://en.wikipedia.org/wiki/List_of_airline_codes","H1","","Hooters Air","Hooters Air","United States","The airline was established in 2003 and started operations on March 6, 2003. On April 17, 2006, Hooters Air ceased operations, halting scheduled Public Charter service and refunding tickets."
"1733246192-3210","https://en.wikipedia.org/wiki/List_of_airline_codes","","HPJ","Hop-A-Jet","HOPA-JET","United States",""
"1733246192-3211","https://en.wikipedia.org/wiki/List_of_airline_codes","HH","","Hope Air","HOPE AIR","Canada",""
"1733246192-3212","https://en.wikipedia.org/wiki/List_of_airline_codes","QX","QXE","Horizon Air","HORIZON AIR","United States",""
"1733246192-3213","https://en.wikipedia.org/wiki/List_of_airline_codes","","KOK","Horizon Air Service","KOKO","United States",""
"1733246192-3214","https://en.wikipedia.org/wiki/List_of_airline_codes","","HSM","Horizon Air for Transport and Training","ALOFUKAIR","Libya",""
"1733246192-3215","https://en.wikipedia.org/wiki/List_of_airline_codes","","HOR","Horizon Air-Taxi","HORIZON","Switzerland",""
"1733246192-3216","https://en.wikipedia.org/wiki/List_of_airline_codes","BN","HZA","Horizon Airlines","HORIZON","Australia","defunct"
"1733246192-3217","https://en.wikipedia.org/wiki/List_of_airline_codes","","HPS","Horizon Plus","HORIZON PLUS","Bangladesh",""
"1733246192-3218","https://en.wikipedia.org/wiki/List_of_airline_codes","","HUD","Horizons Unlimited","HUD","United States",""
"1733246192-3219","https://en.wikipedia.org/wiki/List_of_airline_codes","","HOZ","Horizontes Aéreos","HORIZONTES AEREOS","Mexico",""
"1733246192-3220","https://en.wikipedia.org/wiki/List_of_airline_codes","","HDI","Hoteles Dinamicos","DINAMICOS","Mexico",""
"1733246192-3221","https://en.wikipedia.org/wiki/List_of_airline_codes","","HHO","Houston Helicopters","HOUSTON HELI","United States",""
"1733246192-3222","https://en.wikipedia.org/wiki/List_of_airline_codes","","GGV","Houston Jet Services","GREGG AIR","Austria",""
"1733246192-3223","https://en.wikipedia.org/wiki/List_of_airline_codes","","OZU","Hozu-Avia","HOZAVIA","Kazakhstan",""
"1733246192-3224","https://en.wikipedia.org/wiki/List_of_airline_codes","","HUB","Hub Airlines","HUB","United States",""
"1733246192-3225","https://en.wikipedia.org/wiki/List_of_airline_codes","","HUS","Huessler Air Service","HUESSLER","United States",""
"1733246192-3226","https://en.wikipedia.org/wiki/List_of_airline_codes","","GMH","Hughes Aircraft Company","HUGHES EXPRESS","United States",""
"1733246192-3227","https://en.wikipedia.org/wiki/List_of_airline_codes","HJ","USW","HumoAir","AKSAR","Uzbekistan",""
"1733246192-3228","https://en.wikipedia.org/wiki/List_of_airline_codes","","HUV","Hunair Hungarian Airlines","SILVER EAGLE","Hungary",""
"1733246192-3229","https://en.wikipedia.org/wiki/List_of_airline_codes","","HUF","Hungarian Air Force","HUNGARIAN AIRFORCE","Hungary",""
"1733246192-3230","https://en.wikipedia.org/wiki/List_of_airline_codes","HW","UBD","FlyErbil","HAWLER","Iraqi Kurdistan",""
"1733246192-3231","https://en.wikipedia.org/wiki/List_of_airline_codes","","HYA","Hyack Air","HYACK","Canada",""
"1733246192-3232","https://en.wikipedia.org/wiki/List_of_airline_codes","","HYC","Hydro Air Flight Operations","HYDRO CARGO","South Africa",""
"1733246192-3233","https://en.wikipedia.org/wiki/List_of_airline_codes","","HYD","Hydro-Québec","HYDRO","Canada",""
"1733246192-3234","https://en.wikipedia.org/wiki/List_of_airline_codes","","HKB","Hawker Beechcraft","CLASSIC","United States",""
"1733246192-3235","https://en.wikipedia.org/wiki/List_of_airline_codes","MR","MML","Hunnu Air","TRANS MONGOLIA","Mongolia",""
"1733246192-3236","https://en.wikipedia.org/wiki/List_of_airline_codes","","RPX","HD Air Ltd","RAPEX","United Kingdom",""
"1733246192-3237","https://en.wikipedia.org/wiki/List_of_airline_codes","","SRD","HM Coastguard","COASTGUARD","United Kingdom",""
"1733246192-3238","https://en.wikipedia.org/wiki/List_of_airline_codes","","SRG","HM Coastguard","RESCUE","United Kingdom","Search and Rescue"
"1733246192-3239","https://en.wikipedia.org/wiki/List_of_airline_codes","","WHR","Hummingbird Helicopter Service","WHIRLEYBIRD","United States",""
"1733246192-3240","https://en.wikipedia.org/wiki/List_of_airline_codes","I4","EXP","Island Air Express","ISLAND EXPRESS","United States","2014[31]"
"1733246192-3241","https://en.wikipedia.org/wiki/List_of_airline_codes","","IWL","Island Wings","","Bahamas","2014[31]"
"1733246192-3242","https://en.wikipedia.org/wiki/List_of_airline_codes","IK","KAR","Ikar","IKAR","Russian Federation",""
"1733246192-3243","https://en.wikipedia.org/wiki/List_of_airline_codes","","ICN","Iconair","","Pakistan",""
"1733246192-3244","https://en.wikipedia.org/wiki/List_of_airline_codes","","IAC","INTERCHARTER","Romania","",""
"1733246192-3245","https://en.wikipedia.org/wiki/List_of_airline_codes","","ITC","International Air Carrier Association","","Belgium",""
"1733246192-3246","https://en.wikipedia.org/wiki/List_of_airline_codes","","IDG","IDG Technology Air","INDIGO","Czech Republic",""
"1733246192-3247","https://en.wikipedia.org/wiki/List_of_airline_codes","","IFL","IFL Group","EIFEL","United States",""
"1733246192-3248","https://en.wikipedia.org/wiki/List_of_airline_codes","","RDE","II Lione Alato Arl","FLIGHT RED","United Kingdom",""
"1733246192-3249","https://en.wikipedia.org/wiki/List_of_airline_codes","","IJM","IJM International Jet Management","JET MANAGEMENT","Austria",""
"1733246192-3250","https://en.wikipedia.org/wiki/List_of_airline_codes","","IKK","IKI International Airlines","IKIAIR","Japan",""
"1733246192-3251","https://en.wikipedia.org/wiki/List_of_airline_codes","","IKN","IKON FTO","IKON","Germany",""
"1733246192-3252","https://en.wikipedia.org/wiki/List_of_airline_codes","","BLU","IMP Aviation Services","BLUENOSE","Canada",""
"1733246192-3253","https://en.wikipedia.org/wiki/List_of_airline_codes","","XGG","IMP Group Aviation Services","","Canada",""
"1733246192-3254","https://en.wikipedia.org/wiki/List_of_airline_codes","1F","","INFINI Travel Information","","Japan","Computer Reservation System"
"1733246192-3255","https://en.wikipedia.org/wiki/List_of_airline_codes","","IPA","IPEC Aviation","IPEC","Australia",""
"1733246192-3256","https://en.wikipedia.org/wiki/List_of_airline_codes","","IPM","IPM Europe","SHIPEX","United Kingdom",""
"1733246192-3257","https://en.wikipedia.org/wiki/List_of_airline_codes","","LVB","IRS Airlines","SILVERBIRD","Nigeria",""
"1733246192-3258","https://en.wikipedia.org/wiki/List_of_airline_codes","","ISD","ISD Avia","ISDAVIA","Ukraine",""
"1733246192-3259","https://en.wikipedia.org/wiki/List_of_airline_codes","1U","","ITA Software","","United States","Computer reservation system"
"1733246192-3260","https://en.wikipedia.org/wiki/List_of_airline_codes","","FDF","IVV Femida","","Russia",""
"1733246192-3261","https://en.wikipedia.org/wiki/List_of_airline_codes","IB","IBE","Iberia Airlines","IBERIA","Spain",""
"1733246192-3262","https://en.wikipedia.org/wiki/List_of_airline_codes","II","CSQ","IBC Airways","CHASQUI","United States",""
"1733246192-3263","https://en.wikipedia.org/wiki/List_of_airline_codes","I2","IBS","Iberia Express","IBEREXPRESS","Spain","Charter service, low cost carrier for EU flights of Iberia operating only A320s"
"1733246192-3264","https://en.wikipedia.org/wiki/List_of_airline_codes","","IBR","Ibertour Servicios Aéreos","IBERTOUR","Spain",""
"1733246192-3265","https://en.wikipedia.org/wiki/List_of_airline_codes","","IBT","Ibertrans Aérea","IBERTRANS","Spain",""
"1733246192-3266","https://en.wikipedia.org/wiki/List_of_airline_codes","TY","IWD","Iberworld","IBERWORLD","Spain",""
"1733246192-3267","https://en.wikipedia.org/wiki/List_of_airline_codes","FW","IBX","Ibex Airlines","IBEX","Japan",""
"1733246192-3268","https://en.wikipedia.org/wiki/List_of_airline_codes","","IBC","Ibicenca Air","IBICENCA","Spain",""
"1733246192-3269","https://en.wikipedia.org/wiki/List_of_airline_codes","","AKI","Ibk-Petra","","Sudan",""
"1733246192-3270","https://en.wikipedia.org/wiki/List_of_airline_codes","0C","IBL","IBL Aviation","CATOVAIR","Mauritius",""
"1733246192-3271","https://en.wikipedia.org/wiki/List_of_airline_codes","","BBL","IBM Euroflight Operations","BLUE","Switzerland",""
"1733246192-3272","https://en.wikipedia.org/wiki/List_of_airline_codes","","YYY","ICAO","","","Used by airlines without a specific code"
"1733246192-3273","https://en.wikipedia.org/wiki/List_of_airline_codes","C3","IPR","Independent Carrier (ICAR)","ICAR","Ukraine",""
"1733246192-3274","https://en.wikipedia.org/wiki/List_of_airline_codes","","ICA","Icaro","ICARFLY","Italy",""
"1733246192-3275","https://en.wikipedia.org/wiki/List_of_airline_codes","","ICD","Icaro Air","ICARO","Ecuador","Defunct 2011"
"1733246192-3276","https://en.wikipedia.org/wiki/List_of_airline_codes","","IUS","Icarus","ICARUS","Italy",""
